Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_mediata,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2018S007748    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Rosselló                         ,,Dijous,Dj,Laboral,2018,10,Octubre,11,19,Tarda,No hi ha causa mediata,429073.81 ,4582402.87,2.150542,41.388185
2018S004207    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Rosselló                         ,,Dijous,Dj,Laboral,2018,5,Maig,31,12,Matí,No hi ha causa mediata,429073.81 ,4582402.87,2.150542,41.388185
2018S006018    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Rosselló / Comte d'Urgell                         ,,Divendres,Dv,Laboral,2018,8,Agost,3,16,Tarda,No hi ha causa mediata,429073.81 ,4582402.87,2.150542,41.388185
2018S008480    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Rosselló                         ,,Dimarts,Dm,Laboral,2018,11,Novembre,6,10,Matí,No hi ha causa mediata,429073.81 ,4582402.87,2.150542,41.388185
2018S000608    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Rosselló                         ,,Dimarts,Dm,Laboral,2018,1,Gener,23,18,Tarda,No hi ha causa mediata,429073.81 ,4582402.87,2.150542,41.388185
2018S002775    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria                                          ,177,Dimecres,Dc,Laboral,2018,4,Abril,11,19,Tarda,No hi ha causa mediata,429074.34 ,4581815.14,2.150617,41.382892
2018S001680    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia                                            ,69,Divendres,Dv,Laboral,2018,3,Març,2,10,Matí,No hi ha causa mediata,429075.93 ,4583359.39,2.150455,41.3968
2018S007982    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,Còrsega / Villarroel                              ,,Dissabte,Ds,Laboral,2018,10,Octubre,20,18,Tarda,No hi ha causa mediata,429076.18 ,4582593.91,2.150548,41.389906
2018S006105    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel / Còrsega                              ,,Dimarts,Dm,Laboral,2018,8,Agost,7,22,Nit,No hi ha causa mediata,429076.18 ,4582593.91,2.150548,41.389906
2018S000877    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,Còrsega / Villarroel                              ,,Dijous,Dj,Laboral,2018,2,Febrer,1,20,Tarda,No hi ha causa mediata,429076.18 ,4582593.91,2.150548,41.389906
2018S000262    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel / Còrsega                              ,,Dijous,Dj,Laboral,2018,1,Gener,11,20,Tarda,No hi ha causa mediata,429076.18 ,4582593.91,2.150548,41.389906
2018S008665    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel / Còrsega                              ,,Dilluns,Dl,Laboral,2018,11,Novembre,12,14,Tarda,No hi ha causa mediata,429076.18 ,4582593.91,2.150548,41.389906
2018S005651    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença                                           ,85-87     ,Dissabte,Ds,Laboral,2018,7,Juliol,21,10,Matí,No hi ha causa mediata,429077.12 ,4581429.26,2.150696,41.379416
2018S009189    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Mare de Déu de Port / Motors                      ,,Dissabte,Ds,Laboral,2018,12,Desembre,1,17,Tarda,No hi ha causa mediata,429078.18 ,4578487.44,2.151053,41.35292
2018S005774    ,3,Sants-Montjuïc,11,el Poble-sec,222206,Motors / Mare de Déu de Port                      ,,Dijous,Dj,Laboral,2018,7,Juliol,26,9,Matí,No hi ha causa mediata,429078.18 ,4578487.44,2.151053,41.35292
2018S009922    ,3,Sants-Montjuïc,11,el Poble-sec,222206,Mare de Déu de Port / Motors                      ,,Dissabte,Ds,Laboral,2018,12,Desembre,29,11,Matí,No hi ha causa mediata,429078.18 ,4578487.44,2.151053,41.35292
2018S007878    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova / París                                  ,,Dimecres,Dc,Laboral,2018,10,Octubre,17,9,Matí,No hi ha causa mediata,429078.41 ,4582782.78,2.150552,41.391607
2018S005859    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat)                               ,K149      ,Diumenge,Dg,Laboral,2018,7,Juliol,29,17,Tarda,No hi ha causa mediata,429079.65 ,4578291.95,2.151093,41.35116
2018S006591    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós / Batet                                 ,,Divendres,Dv,Laboral,2018,8,Agost,31,4,Nit,No hi ha causa mediata,429079.81 ,4586063.33,2.150184,41.421154
2018S001078    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner / Londres                                ,,Dijous,Dj,Laboral,2018,2,Febrer,8,20,Tarda,No hi ha causa mediata,429079.89 ,4582972.71,2.150548,41.393318
2018S004152    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner / Londres                                ,,Dimarts,Dm,Laboral,2018,5,Maig,29,16,Tarda,No hi ha causa mediata,429079.89 ,4582972.71,2.150548,41.393318
2018S000903    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps                                           ,2,Divendres,Dv,Laboral,2018,2,Febrer,2,14,Tarda,No hi ha causa mediata,429080.5  ,4584380.65,2.15039,41.405999
2018S001196    ,6,Gràcia,30,la Salut,328400,Sostres                                           ,12,Dimarts,Dm,Laboral,2018,2,Febrer,13,16,Tarda,No hi ha causa mediata,429080.5  ,4585007.47,2.150317,41.411644
2018S005947    ,7,Horta-Guinardó,38,la Teixonera,230000,Mare de Déu del Coll                              ,111-113   ,Dimecres,Dc,Laboral,2018,8,Agost,1,14,Tarda,No hi ha causa mediata,429080.66 ,4586100.68,2.15019,41.42149
2018S009566    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,175900,Laforja / Regàs                                   ,,Divendres,Dv,Laboral,2018,12,Desembre,14,15,Tarda,No hi ha causa mediata,429081.06 ,4583682.09,2.150479,41.399707
2018S003012    ,3,Sants-Montjuïc,11,el Poble-sec,700798,Pierre de Coubertin                               ,5,Dijous,Dj,Laboral,2018,4,Abril,19,17,Tarda,No hi ha causa mediata,429081.52 ,4579560.53,2.150967,41.362586
2018S001439    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria                                          ,175,Dijous,Dj,Laboral,2018,2,Febrer,22,17,Tarda,No hi ha causa mediata,429085.91 ,4581803.32,2.150757,41.382786
2018S003837    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps                                           ,1,Dimecres,Dc,Laboral,2018,5,Maig,16,17,Tarda,No hi ha causa mediata,429086.78 ,4584374.41,2.150466,41.405943
2018S000310    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps                                           ,1,Dissabte,Ds,Laboral,2018,1,Gener,13,0,Nit,No hi ha causa mediata,429086.78 ,4584374.41,2.150466,41.405943
2018S007410    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,169,Dimarts,Dm,Laboral,2018,10,Octubre,2,9,Matí,No hi ha causa mediata,429087.54 ,4582366.7 ,2.15071,41.38786
2018S001315    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria                                          ,182,Dissabte,Ds,Laboral,2018,2,Febrer,17,23,Nit,No hi ha causa mediata,429088.14 ,4581831.78,2.15078,41.383043
2018S004153    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria                                          ,182,Dimarts,Dm,Laboral,2018,5,Maig,29,16,Tarda,No hi ha causa mediata,429088.14 ,4581831.78,2.15078,41.383043
2018S007169    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Rosselló                                          ,143,Dilluns,Dl,Laboral,2018,9,Setembre,24,12,Matí,No hi ha causa mediata,429089.67 ,4582435.12,2.150728,41.388477
2018S003353    ,3,Sants-Montjuïc,14,la Font de la Guatlla,198702,Francesc Ferrer i Guàrdia                         ,1-5       ,Dimarts,Dm,Laboral,2018,5,Maig,1,2,Nit,Alcoholèmia,429090.57 ,4580529.18,2.150962,41.371311
2018S001999    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps                                           ,8,Dilluns,Dl,Laboral,2018,3,Març,12,12,Matí,No hi ha causa mediata,429094.41 ,4584458.3 ,2.150547,41.406699
2018S002301    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós                                         ,244,Dijous,Dj,Laboral,2018,3,Març,22,16,Tarda,No hi ha causa mediata,429095.03 ,4586079.12,2.150365,41.421297
2018S000035    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París                                             ,151-155   ,Dimarts,Dm,Laboral,2018,1,Gener,2,19,Tarda,No hi ha causa mediata,429097.08 ,4582816.79,2.150772,41.391915
2018S001276    ,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia                                    ,266,Divendres,Dv,Laboral,2018,2,Febrer,16,11,Matí,No hi ha causa mediata,429098.52 ,4584360.82,2.150608,41.405822
2018S003059    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia / Alfons XII                               ,,Divendres,Dv,Laboral,2018,4,Abril,20,21,Tarda,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S008863    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Tuset / Gràcia                                    ,,Dijous,Dj,Laboral,2018,11,Novembre,15,20,Tarda,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S001010    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia / Tuset                                    ,,Dimarts,Dm,Laboral,2018,2,Febrer,6,17,Tarda,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S004170    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia / Tuset                                    ,,Dimecres,Dc,Laboral,2018,5,Maig,30,8,Matí,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S005434    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Tuset / Gràcia                                    ,,Divendres,Dv,Laboral,2018,7,Juliol,13,16,Tarda,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S000090    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia / Alfons XII                               ,,Dijous,Dj,Laboral,2018,1,Gener,4,16,Tarda,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S000072    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Tuset / Gràcia                                    ,,Dijous,Dj,Laboral,2018,1,Gener,4,11,Matí,No hi ha causa mediata,429099.82 ,4583362.45,2.150741,41.39683
2018S005896    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,23403,Aribau                                            ,183,Dilluns,Dl,Laboral,2018,7,Juliol,30,15,Tarda,No hi ha causa mediata,429099.94 ,4583128.27,2.150769,41.394721
2018S009327    ,3,Sants-Montjuïc,11,el Poble-sec,700798,Pierre de Coubertin                               ,2,Dimecres,Dc,Laboral,2018,12,Desembre,5,20,Tarda,No hi ha causa mediata,429100.12 ,4579418.14,2.151206,41.361305
2018S007282    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,165-167   ,Dijous,Dj,Laboral,2018,9,Setembre,27,18,Tarda,No hi ha causa mediata,429100.31 ,4582353.7 ,2.150865,41.387745
2018S007498    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel                                        ,197,Dijous,Dj,Laboral,2018,10,Octubre,4,18,Tarda,No hi ha causa mediata,429101.87 ,4582551.15,2.15086,41.389523
2018S009741    ,7,Horta-Guinardó,42,la Clota,700921,Clota                                             ,0,Dijous,Dj,Laboral,2018,12,Desembre,20,16,Tarda,No hi ha causa mediata,429102.66 ,4586644.14,2.15039,41.426387
2018S009517    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes / Marià Cubí                               ,,Dijous,Dj,Laboral,2018,12,Desembre,13,17,Tarda,No hi ha causa mediata,429106.16 ,4583595.5 ,2.150789,41.398929
2018S004692    ,2,Eixample,10,Sant Antoni,198804,Paral·lel                                         ,202,Dimarts,Dm,Laboral,2018,6,Juny,19,17,Tarda,No hi ha causa mediata,429106.54 ,4580966.65,2.151101,41.375252
2018S000640    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,230601,Mare de Déu de Port                               ,103,Dimecres,Dc,Laboral,2018,1,Gener,24,18,Tarda,No hi ha causa mediata,429109.4  ,4578433.76,2.151432,41.35244
2018S006524    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca                                          ,83-85     ,Dilluns,Dl,Laboral,2018,8,Agost,27,8,Matí,No hi ha causa mediata,429111.97 ,4582081.29,2.151036,41.385292
2018S007861    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença                                           ,80,Dimarts,Dm,Laboral,2018,10,Octubre,16,18,Tarda,No hi ha causa mediata,429112.24 ,4581424.7 ,2.151116,41.379378
2018S000435    ,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Vilamarí                                          ,54,Dimecres,Dc,Laboral,2018,1,Gener,17,16,Tarda,No hi ha causa mediata,429112.79 ,4581233.32,2.151145,41.377655
2018S008944    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,348408,Tuset                                             ,27,Dijous,Dj,Laboral,2018,11,Novembre,22,21,Tarda,No hi ha causa mediata,429113.51 ,4583331.56,2.150908,41.396553
2018S003131    ,6,Gràcia,31,la Vila de Gràcia,206403,Nil Fabra                                         ,1,Dilluns,Dl,Laboral,2018,4,Abril,23,15,Tarda,No hi ha causa mediata,429113.83 ,4584343.39,2.150793,41.405666
2018S000370    ,6,Gràcia,30,la Salut,344000,Dalt / Mare de Déu del Coll                       ,,Dilluns,Dl,Laboral,2018,1,Gener,15,8,Matí,No hi ha causa mediata,429114.2  ,4584586.68,2.150769,41.407857
2018S003845    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta                                           ,71,Dijous,Dj,Laboral,2018,5,Maig,17,4,Nit,No hi ha causa mediata,429114.37 ,4583765.82,2.150867,41.400464
2018S005177    ,6,Gràcia,30,la Salut,344000,Dalt / Mare de Déu del Coll                       ,1,Dimecres,Dc,Laboral,2018,7,Juliol,4,5,Nit,No hi ha causa mediata,429114.54 ,4584611.01,2.15077,41.408077
2018S004518    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,1,Dimarts,Dm,Laboral,2018,6,Juny,12,17,Tarda,No hi ha causa mediata,429114.54 ,4584611.01,2.15077,41.408077
2018S006231    ,6,Gràcia,30,la Salut,229908,Dalt / Mare de Déu del Coll                       ,1,Dilluns,Dl,Laboral,2018,8,Agost,13,12,Matí,No hi ha causa mediata,429114.54 ,4584611.01,2.15077,41.408077
2018S007383    ,6,Gràcia,31,la Vila de Gràcia,267000,Príncep d'Astúries / Bretón de los Herreros       ,,Dissabte,Ds,Laboral,2018,9,Setembre,29,13,Matí,No hi ha causa mediata,429116.73 ,4583923.03,2.150877,41.40188
2018S002752    ,6,Gràcia,31,la Vila de Gràcia,48700,Bretón de los Herreros / Príncep d'Astúries       ,,Dimarts,Dm,Laboral,2018,4,Abril,10,23,Nit,No hi ha causa mediata,429116.73 ,4583923.03,2.150877,41.40188
2018S001990    ,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia                                    ,233,Dilluns,Dl,Laboral,2018,3,Març,12,8,Matí,No hi ha causa mediata,429117.21 ,4584288.57,2.15084,41.405173
2018S006023    ,7,Horta-Guinardó,37,el Carmel,230000,Mare de Déu del Coll                              ,180,Divendres,Dv,Laboral,2018,8,Agost,3,19,Tarda,Alcoholèmia,429117.62 ,4586128.39,2.150629,41.421743
2018S007210    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,161-163   ,Dimarts,Dm,Laboral,2018,9,Setembre,25,16,Tarda,No hi ha causa mediata,429118.58 ,4582335.11,2.151085,41.387579
2018S001460    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes                                   ,401,Divendres,Dv,Laboral,2018,2,Febrer,23,10,Matí,No hi ha causa mediata,429118.95 ,4581153.82,2.151228,41.376939
2018S002807    ,7,Horta-Guinardó,38,la Teixonera,230000,Fastenrath / Mare de Déu del Coll                 ,,Dijous,Dj,Laboral,2018,4,Abril,12,19,Tarda,No hi ha causa mediata,429119.66 ,4586144.6 ,2.150652,41.421889
2018S009328    ,7,Horta-Guinardó,38,la Teixonera,230000,Mare de Déu del Coll / Fastenrath                 ,,Dimecres,Dc,Laboral,2018,12,Desembre,5,20,Tarda,No hi ha causa mediata,429119.66 ,4586144.6 ,2.150652,41.421889
2018S008506    ,7,Horta-Guinardó,37,el Carmel,120603,Fastenrath / Mare de Déu del Coll                 ,,Dimarts,Dm,Laboral,2018,11,Novembre,6,20,Tarda,No hi ha causa mediata,429119.66 ,4586144.6 ,2.150652,41.421889
2018S001866    ,7,Horta-Guinardó,38,la Teixonera,120603,Fastenrath / Mare de Déu del Coll                 ,,Dimecres,Dc,Laboral,2018,3,Març,7,19,Tarda,No hi ha causa mediata,429119.66 ,4586144.6 ,2.150652,41.421889
2018S008248    ,6,Gràcia,29,el Coll,336205,Tirso                                             ,27,Diumenge,Dg,Laboral,2018,10,Octubre,28,22,Nit,No hi ha causa mediata,429119.73 ,4585782.62,2.150695,41.418629
2018S008674    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Número 3 Zona Franca                              ,3,Dilluns,Dl,Laboral,2018,11,Novembre,12,20,Tarda,No hi ha causa mediata,429120.79 ,4575740.05,2.151883,41.328179
2018S003189    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701857,Número 3 Zona Franca / Lletra E                   ,1,Dimecres,Dc,Laboral,2018,4,Abril,25,9,Matí,No hi ha causa mediata,429120.79 ,4575740.05,2.151883,41.328179
2018S001053    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort                                          ,116-120   ,Dijous,Dj,Laboral,2018,2,Febrer,8,10,Matí,No hi ha causa mediata,429124.9  ,4581602.51,2.151247,41.380981
2018S007664    ,7,Horta-Guinardó,38,la Teixonera,299302,Sant Dalmir / Mare de Déu del Coll                ,,Dimarts,Dm,Laboral,2018,10,Octubre,9,13,Matí,No hi ha causa mediata,429124.97 ,4586307.85,2.150696,41.42336
2018S004941    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes                                   ,400,Dimecres,Dc,Laboral,2018,6,Juny,27,13,Matí,No hi ha causa mediata,429125.84 ,4581087.88,2.151318,41.376346
2018S009700    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia                                            ,81,Dimecres,Dc,Laboral,2018,12,Desembre,19,15,Tarda,No hi ha causa mediata,429126.44 ,4583400.68,2.151054,41.397177
2018S005885    ,3,Sants-Montjuïc,11,el Poble-sec,284101,Rius i Taulet / Reina Maria Cristina              ,,Dilluns,Dl,Laboral,2018,7,Juliol,30,14,Tarda,No hi ha causa mediata,429128.42 ,4580567.28,2.15141,41.371657
2018S008927    ,3,Sants-Montjuïc,11,el Poble-sec,198702,Reina Maria Cristina / Rius i Taulet              ,,Dijous,Dj,Laboral,2018,11,Novembre,22,11,Matí,No hi ha causa mediata,429128.42 ,4580567.28,2.15141,41.371657
2018S002789    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca                                          ,91,Dijous,Dj,Laboral,2018,4,Abril,12,9,Matí,No hi ha causa mediata,429128.51 ,4582097.25,2.151232,41.385437
2018S001789    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,348408,Tuset                                             ,23-25     ,Dilluns,Dl,Laboral,2018,3,Març,5,11,Matí,No hi ha causa mediata,429129.79 ,4583315.77,2.151104,41.396412
2018S009388    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença                                           ,74-76     ,Diumenge,Dg,Laboral,2018,12,Desembre,9,2,Nit,Alcoholèmia,429129.96 ,4581406.61,2.15133,41.379217
2018S006564    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes                                   ,403,Dimecres,Dc,Laboral,2018,8,Agost,29,18,Tarda,No hi ha causa mediata,429130.33 ,4581174.27,2.151362,41.377124
2018S000181    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,192,Dilluns,Dl,Laboral,2018,1,Gener,8,21,Tarda,No hi ha causa mediata,429131.4  ,4582367.59,2.151235,41.387872
2018S008582    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París                                             ,163,Divendres,Dv,Laboral,2018,11,Novembre,9,12,Matí,No hi ha causa mediata,429132.26 ,4582851.24,2.151188,41.392228
2018S003337    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Príncep d'Astúries                                ,3,Dilluns,Dl,Laboral,2018,4,Abril,30,12,Matí,No hi ha causa mediata,429132.32 ,4583853.99,2.151072,41.40126
2018S005553    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,5-7       ,Dimarts,Dm,Laboral,2018,7,Juliol,17,23,Nit,No hi ha causa mediata,429137.51 ,4584626.29,2.151043,41.408216
2018S008154    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,348408,Tuset                                             ,36,Dijous,Dj,Laboral,2018,10,Octubre,25,18,Tarda,No hi ha causa mediata,429138.41 ,4583347.15,2.151204,41.396696
2018S002874    ,3,Sants-Montjuïc,11,el Poble-sec,234001,Foc / Migdia                                      ,,Diumenge,Dg,Laboral,2018,4,Abril,15,16,Tarda,No hi ha causa mediata,429139.56 ,4579303.27,2.151691,41.360274
2018S003134    ,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia                                    ,221-223   ,Dilluns,Dl,Laboral,2018,4,Abril,23,17,Tarda,No hi ha causa mediata,429141.94 ,4584246.93,2.151141,41.4048
2018S008272    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,433,Dilluns,Dl,Laboral,2018,10,Octubre,29,18,Tarda,No hi ha causa mediata,429142.17 ,4583069.83,2.151281,41.394198
2018S003695    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Prat / Príncep d'Astúries                         ,,Dissabte,Ds,Laboral,2018,5,Maig,12,4,Nit,Excés de velocitat o inadequada,429142.19 ,4583820.38,2.151194,41.400958
2018S008442    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta / Príncep d'Astúries                      ,,Diumenge,Dg,Laboral,2018,11,Novembre,4,15,Tarda,No hi ha causa mediata,429142.19 ,4583820.38,2.151194,41.400958
2018S006506    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta / Príncep d'Astúries                      ,,Dilluns,Dl,Laboral,2018,8,Agost,27,16,Tarda,No hi ha causa mediata,429142.19 ,4583820.38,2.151194,41.400958
2018S008608    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta / Príncep d'Astúries                      ,,Dissabte,Ds,Laboral,2018,11,Novembre,10,11,Matí,No hi ha causa mediata,429142.19 ,4583820.38,2.151194,41.400958
2018S005706    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,28000,Príncep d'Astúries / Augusta                      ,,Dilluns,Dl,Laboral,2018,7,Juliol,23,21,Tarda,No hi ha causa mediata,429142.19 ,4583820.38,2.151194,41.400958
2018S008692    ,6,Gràcia,31,la Vila de Gràcia,28000,Augusta / Príncep d'Astúries                      ,,Dimarts,Dm,Laboral,2018,11,Novembre,13,19,Tarda,No hi ha causa mediata,429142.19 ,4583820.38,2.151194,41.400958
2018S000686    ,7,Horta-Guinardó,42,la Clota,700921,Clota / Lisboa                                    ,,Divendres,Dv,Laboral,2018,1,Gener,26,0,Nit,No hi ha causa mediata,429142.44 ,4586622.06,2.150868,41.426192
2018S007363    ,7,Horta-Guinardó,42,la Clota,249406,Lisboa / Alarcón                                  ,,Diumenge,Dg,Laboral,2018,9,Setembre,30,20,Tarda,No hi ha causa mediata,429142.44 ,4586622.06,2.150868,41.426192
2018S000711    ,7,Horta-Guinardó,42,la Clota,122008,Cardenal Vidal i Barraquer                        ,5,Divendres,Dv,Laboral,2018,1,Gener,26,14,Tarda,No hi ha causa mediata,429143.8  ,4586868.94,2.150856,41.428415
2018S009463    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,222501,Aribau / Diagonal                                 ,,Dimecres,Dc,Laboral,2018,12,Desembre,12,7,Matí,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S009929    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Aribau / Diagonal                                 ,,Dissabte,Ds,Laboral,2018,12,Desembre,29,20,Tarda,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S004982    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Aribau / Diagonal                                 ,,Dijous,Dj,Laboral,2018,6,Juny,28,14,Tarda,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S009172    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Diagonal / Aribau                                 ,,Dissabte,Ds,Laboral,2018,12,Desembre,1,3,Nit,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S002929    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Aribau / Diagonal                                 ,,Dimarts,Dm,Laboral,2018,4,Abril,17,12,Matí,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S009601    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal / Aribau                                 ,,Diumenge,Dg,Laboral,2018,12,Desembre,16,5,Nit,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S007407    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal / Aribau                                 ,,Dimarts,Dm,Laboral,2018,10,Octubre,2,9,Matí,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S000911    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal / Aribau                                 ,,Divendres,Dv,Laboral,2018,2,Febrer,2,21,Tarda,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S006127    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,222501,Aribau / Moià                                     ,,Dijous,Dj,Laboral,2018,8,Agost,9,8,Matí,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S004572    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal / Aribau                                 ,,Dijous,Dj,Laboral,2018,6,Juny,14,21,Tarda,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S001229    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Aribau / Diagonal                                 ,,Dimecres,Dc,Laboral,2018,2,Febrer,14,15,Tarda,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
2018S005874    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Diagonal / Aribau                                 ,,Dilluns,Dl,Laboral,2018,7,Juliol,30,8,Matí,No hi ha causa mediata,429144.63 ,4583098.78,2.151307,41.394459
