Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_mediata,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2018S009653    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,102-112   ,Dimarts,Dm,Laboral,2018,12,Desembre,18,6,Matí,Alcoholèmia,424026.58 ,4586957.76,2.089608,41.428747
2018S000730    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",73139,Vimetera / Gespa                                  ,,Dissabte,Ds,Laboral,2018,1,Gener,27,10,Matí,No hi ha causa mediata,424044.33 ,4586368.63,2.089894,41.423443
2018S009722    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,K63       ,Dijous,Dj,Laboral,2018,12,Desembre,20,4,Nit,Alcoholèmia,424125.69 ,4586916.42,2.090799,41.428384
2018S004776    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,58-96     ,Dijous,Dj,Laboral,2018,6,Juny,21,15,Tarda,No hi ha causa mediata,424200.01 ,4586750.4 ,2.091709,41.426896
2018S007190    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,K57       ,Dimarts,Dm,Laboral,2018,9,Setembre,25,10,Matí,No hi ha causa mediata,424382.52 ,4586337.05,2.093945,41.42319
2018S001254    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",188753,Vesc                                              ,12,Dijous,Dj,Laboral,2018,2,Febrer,15,11,Matí,No hi ha causa mediata,424425.38 ,4586535.42,2.094433,41.424981
2018S000180    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",206458,Major del Rectoret                                ,53,Dilluns,Dl,Laboral,2018,1,Gener,8,15,Tarda,No hi ha causa mediata,424521.53 ,4586541.21,2.095583,41.425042
2018S000024    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes / Major del Rectoret     ,,Dimarts,Dm,Laboral,2018,1,Gener,2,9,Matí,No hi ha causa mediata,424565.61 ,4586045.6 ,2.096172,41.420583
2018S009410    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes / Major del Rectoret     ,,Dilluns,Dl,Laboral,2018,12,Desembre,10,10,Matí,No hi ha causa mediata,424565.61 ,4586045.6 ,2.096172,41.420583
2018S002520    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",206458,Major del Rectoret                                ,165,Dimarts,Dm,Laboral,2018,4,Abril,3,9,Matí,No hi ha causa mediata,424580.47 ,4587255.6 ,2.096199,41.431482
2018S000820    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,4,Dimecres,Dc,Laboral,2018,1,Gener,31,0,Nit,No hi ha causa mediata,424706.13 ,4585883.9 ,2.097874,41.41914
2018S004106    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",243807,Pantà                                             ,16,Diumenge,Dg,Laboral,2018,5,Maig,27,18,Tarda,No hi ha causa mediata,424716.07 ,4585746.98,2.09801,41.417907
2018S006812    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K46       ,Dilluns,Dl,Laboral,2018,9,Setembre,10,10,Matí,No hi ha causa mediata,424991.14 ,4581760.18,2.101795,41.382026
2018S008677    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",71406,Casetes,0015 0019,Dilluns,Dl,Laboral,2018,11,Novembre,12,0,Nit,No hi ha causa mediata,425082.72 ,4585165.96,2.102469,41.412709
2018S004216    ,4,Les Corts,21,Pedralbes,115400,B-20 (Besòs)                                      ,S11       ,Dijous,Dj,Laboral,2018,5,Maig,31,17,Tarda,No hi ha causa mediata,425089.54 ,4581936.96,2.10295,41.383627
2018S003752    ,4,Les Corts,21,Pedralbes,115400,Dalt (Llobregat)                                  ,K48       ,Dilluns,Dl,Laboral,2018,5,Maig,14,9,Matí,No hi ha causa mediata,425117.27 ,4581921.42,2.103283,41.38349
2018S004634    ,4,Les Corts,21,Pedralbes,701267,Dalt (Llobregat)                                  ,K48       ,Dilluns,Dl,Laboral,2018,6,Juny,18,8,Matí,No hi ha causa mediata,425117.27 ,4581921.42,2.103283,41.38349
2018S004036    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",320908,Sarrià a Vallvidrera                              ,221,Dijous,Dj,Laboral,2018,5,Maig,24,12,Matí,No hi ha causa mediata,425150.5  ,4584771.64,2.103328,41.409164
2018S001658    ,5,Sarrià-Sant Gervasi,23,Sarrià,3508,Sarrià a Vallvidrera                              ,215,Dijous,Dj,Laboral,2018,3,Març,1,16,Tarda,No hi ha causa mediata,425156.57 ,4584717.17,2.103408,41.408674
2018S002529    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,K49       ,Dimarts,Dm,Laboral,2018,4,Abril,3,15,Tarda,No hi ha causa mediata,425157.15 ,4582016.00,2.103749,41.384345
2018S003117    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,K49       ,Dilluns,Dl,Laboral,2018,4,Abril,23,7,Matí,No hi ha causa mediata,425157.15 ,4582016.00,2.103749,41.384345
2018S007501    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera                              ,210,Dijous,Dj,Laboral,2018,10,Octubre,4,17,Tarda,Calçada en mal estat,425159.67 ,4584664.4 ,2.103451,41.408199
2018S002462    ,5,Sarrià-Sant Gervasi,23,Sarrià,3508,Aigües                                            ,107,Dijous,Dj,Laboral,2018,3,Març,29,14,Tarda,No hi ha causa mediata,425173.33 ,4584615.68,2.103621,41.407761
2018S007076    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,K50       ,Dijous,Dj,Laboral,2018,9,Setembre,20,17,Tarda,No hi ha causa mediata,425208.78 ,4582104.27,2.104355,41.385145
2018S000477    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K50       ,Divendres,Dv,Laboral,2018,1,Gener,19,8,Matí,No hi ha causa mediata,425208.78 ,4582104.27,2.104355,41.385145
2018S007211    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",320908,Sarrià a Vallvidrera                              ,243,Dimarts,Dm,Laboral,2018,9,Setembre,18,17,Tarda,Excés de velocitat o inadequada,425210.41 ,4585006.29,2.104016,41.411283
2018S000538    ,4,Les Corts,21,Pedralbes,701267,Esplugues                                         ,2-22      ,Dissabte,Ds,Laboral,2018,1,Gener,20,20,Tarda,No hi ha causa mediata,425217.41 ,4582069.98,2.104463,41.384837
2018S007411    ,4,Les Corts,21,Pedralbes,115400,Dalt (Llobregat)                                  ,K50       ,Dimarts,Dm,Laboral,2018,10,Octubre,2,9,Matí,No hi ha causa mediata,425229.83 ,4582089.59,2.104609,41.385015
2018S008792    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dissabte,Ds,Laboral,2018,11,Novembre,17,11,Matí,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S002392    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dilluns,Dl,Laboral,2018,3,Març,26,18,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S008612    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dissabte,Ds,Laboral,2018,11,Novembre,10,14,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S007494    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dijous,Dj,Laboral,2018,10,Octubre,4,14,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S003229    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dimecres,Dc,Laboral,2018,4,Abril,25,20,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S001103    ,4,Les Corts,21,Pedralbes,6404,Diagonal                                          ,689-701   ,Divendres,Dv,Laboral,2018,2,Febrer,9,16,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S000139    ,4,Les Corts,21,Pedralbes,6404,Diagonal                                          ,689-701   ,Diumenge,Dg,Laboral,2018,1,Gener,7,12,Matí,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S004760    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,689-701   ,Dijous,Dj,Laboral,2018,6,Juny,21,10,Matí,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S007539    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal / D                                      ,689-701   ,Divendres,Dv,Laboral,2018,10,Octubre,5,19,Tarda,No hi ha causa mediata,425238.76 ,4581781.37,2.104754,41.38224
2018S008607    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",320908,Sarrià a Vallvidrera                              ,259,Dissabte,Ds,Laboral,2018,11,Novembre,10,11,Matí,No hi ha causa mediata,425251.18 ,4585097.35,2.104492,41.412106
2018S004828    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",320908,Sarrià a Vallvidrera                              ,255,Dissabte,Ds,Laboral,2018,6,Juny,23,15,Tarda,Alcoholèmia,425251.18 ,4585097.35,2.104492,41.412106
2018S004820    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",70108,Església                                          ,10,Divendres,Dv,Laboral,2018,6,Juny,22,19,Tarda,Drogues o medicaments,425251.94 ,4585358.62,2.104469,41.41446
2018S008499    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K51       ,Dimarts,Dm,Laboral,2018,11,Novembre,6,15,Tarda,No hi ha causa mediata,425271.78 ,4582185.56,2.105099,41.385883
2018S007129    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera                              ,K15       ,Divendres,Dv,Laboral,2018,9,Setembre,21,19,Tarda,No hi ha causa mediata,425272.28 ,4584795.31,2.104782,41.409388
2018S003103    ,5,Sarrià-Sant Gervasi,23,Sarrià,3508,Sarrià a Vallvidrera                              ,K15       ,Diumenge,Dg,Laboral,2018,4,Abril,22,18,Tarda,No hi ha causa mediata,425272.28 ,4584795.31,2.104782,41.409388
2018S002500    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",66701,Queralt                                           ,1,Diumenge,Dg,Laboral,2018,4,Abril,1,19,Tarda,No hi ha causa mediata,425295.48 ,4585269.64,2.105001,41.413662
2018S000415    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",320908,Sarrià a Vallvidrera                              ,244I      ,Dimarts,Dm,Laboral,2018,1,Gener,16,19,Tarda,No hi ha causa mediata,425312.57 ,4584938.78,2.105246,41.410684
2018S007468    ,4,Les Corts,21,Pedralbes,248108,Pearson / Doctor Joaquín Albarrán                 ,,Dijous,Dj,Laboral,2018,10,Octubre,4,4,Nit,Alcoholèmia,425314.98 ,4582908.91,2.105526,41.392402
2018S004754    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera                              ,K240      ,Dijous,Dj,Laboral,2018,6,Juny,21,8,Matí,No hi ha causa mediata,425322.33 ,4585045.25,2.10535,41.411644
2018S002360    ,5,Sarrià-Sant Gervasi,23,Sarrià,3508,Sarrià a Vallvidrera                              ,191,Diumenge,Dg,Laboral,2018,3,Març,25,11,Matí,No hi ha causa mediata,425339.18 ,4584465.3 ,2.105623,41.406422
2018S001392    ,4,Les Corts,21,Pedralbes,701267,Dalt (Llobregat)                                  ,K52       ,Dimecres,Dc,Laboral,2018,2,Febrer,21,7,Matí,No hi ha causa mediata,425345.72 ,4582258.46,2.105974,41.386547
2018S002472    ,4,Les Corts,21,Pedralbes,333400,González Tablas / Esplugues                       ,,Divendres,Dv,Laboral,2018,3,Març,30,9,Matí,No hi ha causa mediata,425371.63 ,4582322.26,2.106276,41.387124
2018S000128    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,687,Diumenge,Dg,Laboral,2018,1,Gener,7,0,Nit,No hi ha causa mediata,425387.61 ,4581830.33,2.106528,41.382695
2018S000050    ,4,Les Corts,21,Pedralbes,6404,Diagonal                                          ,712-716   ,Dimecres,Dc,Laboral,2018,1,Gener,3,9,Matí,No hi ha causa mediata,425404.36 ,4581892.29,2.10672,41.383254
2018S007531    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,712-716   ,Divendres,Dv,Laboral,2018,10,Octubre,5,16,Tarda,No hi ha causa mediata,425404.36 ,4581892.29,2.10672,41.383254
2018S002130    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,712-716   ,Divendres,Dv,Laboral,2018,3,Març,16,17,Tarda,No hi ha causa mediata,425404.36 ,4581892.29,2.10672,41.383254
2018S003075    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Albert Bastardas                       ,,Dissabte,Ds,Laboral,2018,4,Abril,21,11,Matí,No hi ha causa mediata,425419.34 ,4581867.11,2.106902,41.383029
2018S000197    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,37,Dimarts,Dm,Laboral,2018,1,Gener,9,10,Matí,No hi ha causa mediata,425425.89 ,4581800.61,2.106989,41.382431
2018S002356    ,4,Les Corts,21,Pedralbes,102500,Doctor Joaquín Albarrán                           ,16,Dissabte,Ds,Laboral,2018,3,Març,24,19,Tarda,No hi ha causa mediata,425426.00,4582744.74,2.106874,41.390934
2018S001687    ,4,Les Corts,21,Pedralbes,701268,Esplugues                                         ,42-52     ,Divendres,Dv,Laboral,2018,3,Març,2,13,Matí,No hi ha causa mediata,425428.15 ,4582379.85,2.106945,41.387648
2018S003985    ,4,Les Corts,21,Pedralbes,701268,Esplugues / Eduard Toldrà                         ,,Dimecres,Dc,Laboral,2018,5,Maig,23,17,Tarda,No hi ha causa mediata,425439.6  ,4582418.65,2.107077,41.387998
2018S001864    ,4,Les Corts,21,Pedralbes,115400,Dalt (Llobregat)                                  ,K54       ,Dimecres,Dc,Laboral,2018,3,Març,7,16,Tarda,Drogues o medicaments,425446.43 ,4582439.41,2.107156,41.388186
2018S007693    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,31-33     ,Dimecres,Dc,Laboral,2018,10,Octubre,10,10,Matí,No hi ha causa mediata,425451.97 ,4581717.61,2.107311,41.381685
2018S002375    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,121275,Feixa Llarga                                      ,21,Dilluns,Dl,Laboral,2018,3,Març,26,13,Matí,No hi ha causa mediata,425452.82 ,4576912.83,2.107912,41.338411
2018S005189    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K55       ,Dijous,Dj,Laboral,2018,7,Juliol,5,17,Tarda,No hi ha causa mediata,425462.15 ,4582543.11,2.107331,41.389121
2018S009048    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Torre Melina                   ,,Dilluns,Dl,Laboral,2018,11,Novembre,26,17,Tarda,No hi ha causa mediata,425478.83 ,4581668.43,2.107638,41.381245
2018S000416    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Torre Melina / Albert Bastardas                   ,,Dimarts,Dm,Laboral,2018,1,Gener,16,20,Tarda,No hi ha causa mediata,425478.83 ,4581668.43,2.107638,41.381245
2018S003362    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Torre Melina                   ,,Dimarts,Dm,Laboral,2018,5,Maig,1,17,Tarda,No hi ha causa mediata,425478.83 ,4581668.43,2.107638,41.381245
2018S005056    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Torre Melina                   ,,Dissabte,Ds,Laboral,2018,6,Juny,30,19,Tarda,No hi ha causa mediata,425478.83 ,4581668.43,2.107638,41.381245
2018S008042    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Torre Melina                   ,,Dilluns,Dl,Laboral,2018,10,Octubre,22,17,Tarda,No hi ha causa mediata,425478.83 ,4581668.43,2.107638,41.381245
2018S000076    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,23X       ,Dijous,Dj,Laboral,2018,1,Gener,4,14,Tarda,No hi ha causa mediata,425482.01 ,4581542.53,2.107692,41.380111
2018S003099    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,23,Diumenge,Dg,Laboral,2018,4,Abril,22,11,Matí,Alcoholèmia,425482.01 ,4581542.53,2.107692,41.380111
2018S001150    ,4,Les Corts,21,Pedralbes,115400,Dalt (Llobregat)                                  ,K55       ,Diumenge,Dg,Laboral,2018,2,Febrer,11,20,Tarda,No hi ha causa mediata,425483.61 ,4582534.73,2.107589,41.389048
2018S008014    ,4,Les Corts,21,Pedralbes,115400,B-20 (Llobregat)                                  ,K55       ,Dilluns,Dl,Laboral,2018,10,Octubre,22,6,Matí,No hi ha causa mediata,425483.61 ,4582534.73,2.107589,41.389048
2018S007933    ,4,Les Corts,21,Pedralbes,102500,Dalt (Llobregat)                                  ,K55       ,Divendres,Dv,Laboral,2018,10,Octubre,19,8,Matí,No hi ha causa mediata,425483.61 ,4582534.73,2.107589,41.389048
2018S000787    ,4,Les Corts,21,Pedralbes,115400,Dalt (Llobregat)                                  ,K55       ,Dilluns,Dl,Laboral,2018,1,Gener,29,20,Tarda,No hi ha causa mediata,425483.61 ,4582534.73,2.107589,41.389048
2018S006221    ,4,Les Corts,21,Pedralbes,701267,Dalt (Llobregat)                                  ,K55       ,Dilluns,Dl,Laboral,2018,8,Agost,13,0,Nit,No hi ha causa mediata,425483.61 ,4582534.73,2.107589,41.389048
2018S003835    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Carles Ferrer Salat            ,,Dimecres,Dc,Laboral,2018,5,Maig,16,17,Tarda,No hi ha causa mediata,425487.39 ,4581578.42,2.107752,41.380435
2018S006206    ,4,Les Corts,20,la Maternitat i Sant Ramon,700946,Albert Bastardas / Carles Ferrer Salat            ,,Dissabte,Ds,Laboral,2018,8,Agost,11,20,Tarda,No hi ha causa mediata,425487.39 ,4581578.42,2.107752,41.380435
2018S005801    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas / Carles Ferrer Salat            ,,Dijous,Dj,Laboral,2018,7,Juliol,26,21,Tarda,No hi ha causa mediata,425487.39 ,4581578.42,2.107752,41.380435
2018S007278    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,673-685   ,Dijous,Dj,Laboral,2018,9,Setembre,27,18,Tarda,No hi ha causa mediata,425497.77 ,4581865.34,2.107841,41.38302
2018S003659    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,673-685   ,Divendres,Dv,Laboral,2018,5,Maig,11,9,Matí,No hi ha causa mediata,425497.77 ,4581865.34,2.107841,41.38302
2018S001001    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,20,Dimarts,Dm,Laboral,2018,2,Febrer,6,15,Tarda,No hi ha causa mediata,425508.96 ,4581562.51,2.108012,41.380294
2018S007141    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,14,Dissabte,Ds,Laboral,2018,9,Setembre,22,12,Matí,No hi ha causa mediata,425509.07 ,4581363.66,2.108037,41.378503
2018S003723    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,16,Diumenge,Dg,Laboral,2018,5,Maig,13,13,Matí,No hi ha causa mediata,425509.07 ,4581363.66,2.108037,41.378503
2018S002275    ,4,Les Corts,21,Pedralbes,333400,Sor Eulàlia d'Anzizu / González Tablas            ,,Dimecres,Dc,Laboral,2018,3,Març,21,20,Tarda,No hi ha causa mediata,425519.55 ,4582221.75,2.108057,41.386232
2018S002839    ,4,Les Corts,21,Pedralbes,102500,Esplugues / Doctor Joaquín Albarrán               ,,Divendres,Dv,Laboral,2018,4,Abril,13,19,Tarda,No hi ha causa mediata,425534.86 ,4582570.14,2.108197,41.389371
2018S000170    ,4,Les Corts,21,Pedralbes,115400,Esplugues / Gran Capità                           ,,Dilluns,Dl,Laboral,2018,1,Gener,8,15,Tarda,No hi ha causa mediata,425534.86 ,4582570.14,2.108197,41.389371
2018S007421    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K57       ,Dimarts,Dm,Laboral,2018,10,Octubre,2,17,Tarda,No hi ha causa mediata,425538.86 ,4582732.91,2.108225,41.390838
2018S001977    ,4,Les Corts,21,Pedralbes,701268,Dalt (Besòs)                                      ,K58       ,Diumenge,Dg,Laboral,2018,3,Març,11,14,Tarda,No hi ha causa mediata,425576.68 ,4582827.98,2.108666,41.391698
2018S001454    ,4,Les Corts,21,Pedralbes,701268,Dalt (Llobregat)                                  ,S10       ,Divendres,Dv,Laboral,2018,2,Febrer,23,9,Matí,No hi ha causa mediata,425576.7  ,4582857.81,2.108662,41.391966
2018S004098    ,4,Les Corts,21,Pedralbes,701268,Dalt (Llobregat)                                  ,S10       ,Diumenge,Dg,Laboral,2018,5,Maig,27,12,Matí,No hi ha causa mediata,425576.7  ,4582857.81,2.108662,41.391966
2018S003781    ,4,Les Corts,21,Pedralbes,701268,Dalt (Llobregat)                                  ,S10       ,Dimarts,Dm,Laboral,2018,5,Maig,15,7,Matí,No hi ha causa mediata,425576.7  ,4582857.81,2.108662,41.391966
2018S008622    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,General Batet                                     ,5,Dissabte,Ds,Laboral,2018,11,Novembre,10,19,Tarda,No hi ha causa mediata,425583.33 ,4581366.35,2.108925,41.378534
2018S005496    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Església                                          ,72,Dilluns,Dl,Laboral,2018,7,Juliol,16,13,Matí,No hi ha causa mediata,425586.8  ,4586009.95,2.108395,41.420357
2018S003398    ,4,Les Corts,21,Pedralbes,115400,Esplugues                                         ,62-70     ,Dimecres,Dc,Laboral,2018,5,Maig,2,15,Tarda,No hi ha causa mediata,425602.6  ,4582609.86,2.109003,41.389735
2018S006876    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Manuel Ballbé                          ,,Dimecres,Dc,Laboral,2018,9,Setembre,12,15,Tarda,No hi ha causa mediata,425608.61 ,4581940.4 ,2.109157,41.383706
2018S004512    ,4,Les Corts,21,Pedralbes,1105,Diagonal / Manuel Ballbé                          ,,Dimarts,Dm,Laboral,2018,6,Juny,12,19,Tarda,No hi ha causa mediata,425608.61 ,4581940.4 ,2.109157,41.383706
2018S006008    ,4,Les Corts,21,Pedralbes,148500,Gran Capità                                       ,11X       ,Divendres,Dv,Laboral,2018,8,Agost,3,10,Matí,No hi ha causa mediata,425612.56 ,4582426.22,2.109144,41.388082
2018S001742    ,4,Les Corts,21,Pedralbes,248108,B-20 (Besòs)                                      ,K60       ,Dissabte,Ds,Laboral,2018,3,Març,3,12,Matí,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S002021    ,4,Les Corts,21,Pedralbes,248108,Dalt (Besòs)                                      ,K60       ,Dilluns,Dl,Laboral,2018,3,Març,12,15,Tarda,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S003760    ,4,Les Corts,21,Pedralbes,213806,Dalt (Besòs)                                      ,K60       ,Dilluns,Dl,Laboral,2018,5,Maig,14,17,Tarda,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S007870    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs)                                      ,K60       ,Dimarts,Dm,Laboral,2018,10,Octubre,16,19,Tarda,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S000839    ,4,Les Corts,21,Pedralbes,248108,B-20 (Besòs)                                      ,K60       ,Dimecres,Dc,Laboral,2018,1,Gener,31,14,Tarda,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S006748    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,K60       ,Dijous,Dj,Laboral,2018,9,Setembre,6,18,Tarda,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S002818    ,4,Les Corts,21,Pedralbes,248108,Dalt (Besòs)                                      ,K60       ,Divendres,Dv,Laboral,2018,4,Abril,13,8,Matí,No hi ha causa mediata,425648.78 ,4583019.77,2.109505,41.393432
2018S007532    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,661-671   ,Divendres,Dv,Laboral,2018,10,Octubre,5,17,Tarda,No hi ha causa mediata,425650.85 ,4581915.29,2.109665,41.383484
2018S005956    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,661-671   ,Dimecres,Dc,Laboral,2018,8,Agost,1,11,Matí,No hi ha causa mediata,425650.85 ,4581915.29,2.109665,41.383484
2018S003208    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,661-671   ,Dimecres,Dc,Laboral,2018,4,Abril,25,20,Tarda,No hi ha causa mediata,425650.85 ,4581915.29,2.109665,41.383484
2018S000694    ,4,Les Corts,21,Pedralbes,333400,González Tablas                                   ,3,Divendres,Dv,Laboral,2018,1,Gener,26,10,Matí,No hi ha causa mediata,425653.74 ,4582098.06,2.109677,41.385131
2018S002548    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,702,Dimecres,Dc,Laboral,2018,4,Abril,4,11,Matí,No hi ha causa mediata,425666.01 ,4582043.83,2.109831,41.384643
2018S001862    ,4,Les Corts,21,Pedralbes,248108,Pearson / Joan d'Alòs                             ,,Dimecres,Dc,Laboral,2018,3,Març,7,17,Tarda,No hi ha causa mediata,425668.32 ,4583065.24,2.109733,41.393843
2018S000611    ,4,Les Corts,21,Pedralbes,701267,Dalt (Llobregat)                                  ,K60       ,Dimarts,Dm,Laboral,2018,1,Gener,23,21,Tarda,No hi ha causa mediata,425670.18 ,4583010.82,2.109762,41.393353
2018S001974    ,4,Les Corts,21,Pedralbes,213806,Dalt (Llobregat)                                  ,K60       ,Diumenge,Dg,Laboral,2018,3,Març,11,11,Matí,No hi ha causa mediata,425670.18 ,4583010.82,2.109762,41.393353
2018S008178    ,4,Les Corts,21,Pedralbes,115400,Esplugues / Santa Caterina de Siena               ,,Divendres,Dv,Laboral,2018,10,Octubre,26,15,Tarda,No hi ha causa mediata,425680.92 ,4582691.77,2.109929,41.39048
2018S000804    ,4,Les Corts,21,Pedralbes,248108,Dalt (Besòs)                                      ,K61       ,Dimarts,Dm,Laboral,2018,1,Gener,30,14,Tarda,No hi ha causa mediata,425692.7  ,4583109.85,2.110019,41.394247
2018S000803    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,K61       ,Dimarts,Dm,Laboral,2018,1,Gener,30,14,Tarda,No hi ha causa mediata,425692.7  ,4583109.85,2.110019,41.394247
